,labnumber,session,c,pl1,incpl1,pl2,incpl2,pl3,incpl3,hl1,inchl1,hl2,inchl2,budgetnum,obscount,m,p1,p2,earn1,earn2,trustpay,whatthink1,circumstanc,age,heightft,heightin,weight,gender,num1,num2,num3,num4,num5,num6,work,hourswork,workwage,vote,english,year,major,gpa,study,allnighter,takesat,satmath,satverbal,satwriting,takeact,actmath,actenglish,actreading,actscience,medical,sexactive,partners,monagamous,smoke,exercise,maintainweight,iq1,iq2,iq3,creditcard,cardbalance,howpay,cardrate,bankaccount,accountbalance,balancerate,debitcard,spendweek,amountx20,amount20y,riskscale,patientscale,order,order1,order2,order3,session1,session2,session3,session4,session5,session6,discount1,discount2,discount3,avrgdiscount,low1,lowdiscount1,low2,lowdiscount2,low3,lowdiscount3,presentbias12,presentbias13,beta13,presentbias,alpha1high,alpha1low,alpha1mid,alpha2high,alpha2low,alpha2mid,k,k5,k10,k14,t,t0,t1,t5,choiceset,weekrate,sdc,cons1,cons2,patient,impatient,interior,totinterior,r2,r1,mnumer,pratio,logpratio,cratio,logcratio
3482,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,35.0,35.0,100,0.2,0.25,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,35.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,0.0063958964,39.41687,20.0,0.0,0.0,1.0,0.0,17.0,1.0,1.25,25.0,1.25,0.22314355,,
3483,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,32.0,32.0,100,0.18,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,35.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,0.0030148353,39.41687,18.0,0.0,0.0,1.0,0.0,17.0,1.0,1.111111,20.0,1.111111,0.105360456,,
3484,90.0,4,0,16,0,13.0,0,16,0,7.0,0,16.0,0,33.0,33.0,100,0.16,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,35.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,0.006395898,39.41687,0.0,20.0,1.0,0.0,0.0,17.0,1.0,1.25,20.0,1.25,0.22314355,0.0,
3485,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,26.0,26.0,100,0.19,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,98.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,0.00052353827,39.41687,19.0,0.0,0.0,1.0,0.0,17.0,1.0,1.0526316,20.0,1.0526316,0.05129333,,
3486,90.0,4,30,16,0,13.0,0,16,0,7.0,0,16.0,0,20.0,20.0,100,0.2,0.25,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0063958964,39.41687,6.0,17.5,0.0,0.0,1.0,17.0,1.0,1.25,25.0,1.25,0.22314355,0.34285715,-1.0704414
3487,90.0,4,50,16,0,13.0,0,16,0,7.0,0,16.0,0,40.0,40.0,100,0.2,0.25,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,70.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,8.0,0.003192851,39.41687,10.0,12.5,0.0,0.0,1.0,17.0,1.0,1.25,25.0,1.25,0.22314355,0.8,-0.22314353
3488,90.0,4,50,16,0,13.0,0,16,0,7.0,0,16.0,0,28.0,28.0,100,0.13,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,98.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,0.00440542,39.41687,6.5,10.0,0.0,0.0,1.0,17.0,1.0,1.5384616,20.0,1.5384616,0.43078294,0.65,-0.43078294
3489,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,10.0,10.0,100,0.2,0.25,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,70.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.003192851,39.41687,20.0,0.0,0.0,1.0,0.0,17.0,1.0,1.25,25.0,1.25,0.22314355,,
3490,90.0,4,20,16,0,13.0,0,16,0,7.0,0,16.0,0,39.0,39.0,100,0.14,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,70.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,8.0,0.0051083597,39.41687,2.8,16.0,0.0,0.0,1.0,17.0,1.0,1.4285715,20.0,1.4285715,0.35667497,0.175,-1.7429693
3491,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,6.0,6.0,100,0.19,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,70.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.00073303026,39.41687,19.0,0.0,0.0,1.0,0.0,17.0,1.0,1.0526316,20.0,1.0526316,0.05129333,,
3492,90.0,4,50,16,0,13.0,0,16,0,7.0,0,16.0,0,42.0,42.0,100,0.16,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,98.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,9.0,0.0022795696,39.41687,8.0,10.0,0.0,0.0,1.0,17.0,1.0,1.25,20.0,1.25,0.22314355,0.8,-0.22314353
3493,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,17.0,17.0,100,0.18,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0030148353,39.41687,18.0,0.0,0.0,1.0,0.0,17.0,1.0,1.111111,20.0,1.111111,0.105360456,,
3494,90.0,4,20,16,0,13.0,0,16,0,7.0,0,16.0,0,29.0,29.0,100,0.1,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,98.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,0.007098003,39.41687,2.0,16.0,0.0,0.0,1.0,17.0,1.0,2.0,20.0,2.0,0.6931472,0.125,-2.0794415
3495,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,16.0,16.0,100,0.19,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0014665979,39.41687,19.0,0.0,0.0,1.0,0.0,17.0,1.0,1.0526316,20.0,1.0526316,0.05129333,,
3496,90.0,4,40,16,0,13.0,0,16,0,7.0,0,16.0,0,15.0,15.0,100,0.2,0.25,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,98.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0022795692,39.41687,8.0,15.0,0.0,0.0,1.0,17.0,1.0,1.25,25.0,1.25,0.22314355,0.53333336,-0.6286086
3497,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,22.0,22.0,100,0.19,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,70.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.00073303026,39.41687,19.0,0.0,0.0,1.0,0.0,17.0,1.0,1.0526316,20.0,1.0526316,0.05129333,,
3498,90.0,4,0,16,0,13.0,0,16,0,7.0,0,16.0,0,3.0,3.0,100,0.16,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.006395898,39.41687,0.0,20.0,1.0,0.0,0.0,17.0,1.0,1.25,20.0,1.25,0.22314355,0.0,
3499,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,21.0,21.0,100,0.2,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,70.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,39.41687,20.0,0.0,0.0,1.0,0.0,17.0,1.0,1.0,20.0,1.0,0.0,,
3500,90.0,4,0,16,0,13.0,0,16,0,7.0,0,16.0,0,5.0,5.0,100,0.2,0.25,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0063958964,39.41687,0.0,25.0,1.0,0.0,0.0,17.0,1.0,1.25,25.0,1.25,0.22314355,0.0,
3501,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,36.0,36.0,100,0.19,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,70.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,8.0,0.00073303026,39.41687,19.0,0.0,0.0,1.0,0.0,17.0,1.0,1.0526316,20.0,1.0526316,0.05129333,,
3502,90.0,4,50,16,0,13.0,0,16,0,7.0,0,16.0,0,24.0,24.0,100,0.16,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,70.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0031928518,39.41687,8.0,10.0,0.0,0.0,1.0,17.0,1.0,1.25,20.0,1.25,0.22314355,0.8,-0.22314353
3503,90.0,4,0,16,0,13.0,0,16,0,7.0,0,16.0,0,38.0,38.0,100,0.16,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,70.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,8.0,0.0031928518,39.41687,0.0,20.0,1.0,0.0,0.0,17.0,1.0,1.25,20.0,1.25,0.22314355,0.0,
3504,90.0,4,50,16,0,13.0,0,16,0,7.0,0,16.0,0,30.0,30.0,100,0.2,0.25,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,98.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0022795692,39.41687,10.0,12.5,0.0,0.0,1.0,17.0,1.0,1.25,25.0,1.25,0.22314355,0.8,-0.22314353
3505,90.0,4,100,16,0,13.0,0,16,0,7.0,0,16.0,0,12.0,12.0,100,0.16,0.2,9.0,17.0,Yes,busy making calculations and weighing the opportunity cost of receiving earlier/later,somehow like current craving for frozen yogurt so want at least $3 early,19.0,5.0,5.0,110.0,Female,15.0,150.0,100.0,9000.0,500000.0,242.0,Yes,,,No,Yes,Sophomore,Econ,,I keep up on some classes but cram at exams for others,A few times,Yes,,,,No,,,,,No,No,,No,No,No,Yes Im basically able to control my weight,5.0,5.0,47.0,Yes,-1.0,Pay the balance in full.,,Yes,-1.0,,Yes,20.0,18.0,23.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9936448,0.99561393,0.9936448,0.99430114,14.01,0.9898812,10.01,0.9929621,14.01,0.9898812,0.0,0.0,1.0,0.0,0.32,0.03,0.175,0.48,0.3,0.39,98.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0022795696,39.41687,16.0,0.0,0.0,1.0,0.0,17.0,1.0,1.25,20.0,1.25,0.22314355,,
